output
2013| http://static.declarations.com.ua/declarations/chosen_ones/judges_batch/1191_ishchuk_larysa_petrivna.pdf
2014| http://static.declarations.com.ua/declarations/chosen_ones/mega_batch/ishchuk_larysa_petrivna.pdf
2015| https://public.nazk.gov.ua/declaration/e4deca76-4608-4204-97e6-63220bf9af49
2016| https://public.nazk.gov.ua/declaration/089d1828-d166-4214-b83a-5298ecb7fe8a
2017| https://public.nazk.gov.ua/declaration/a2494f20-1b83-4749-9348-5bc6b7242a5c
2018| https://public.nazk.gov.ua/declaration/68338345-626a-4a8b-a7e1-0f4d9a661775
